	Portfolio Val	SP500	Rolling_mean_PV	Rolling_std_PV	upper_band_PV	lower_band_PV	BB
392	13679.556435484004	2271.31	13666.90691907945	19.126697559512234	13705.160314198476	13628.653523960425	0.3306769599193745
393	13742.228138391189	2265.2	13676.630162785204	38.57053249929931	13753.771227783804	13599.489097786605	0.8503638834539795
394	13823.429008280636	2280.07	13709.30897339368	73.9691163940673	13857.247206181813	13561.370740605546	0.7714032588883948
395	13973.66714600182	2298.37	13773.354785469786	130.51827249690905	14034.391330463604	13512.318240475968	0.767372861668768
396	13984.668961007168	2296.68	13840.709937832993	136.3539202081018	14113.417778249197	13568.00209741679	0.5278873645673932
397	13943.901099917246	2294.69	13893.578870719643	106.15073070236059	14105.880332124363	13681.277409314922	0.23703194911914274
398	13880.744502197687	2280.9	13921.282143480941	67.99307086967798	14057.268285220298	13785.296001741584	-0.2981012680023833
399	14054.55172349901	2278.87	13967.506686524615	63.23415559817455	14093.974997720965	13841.038375328266	0.6882754751049983
400	14242.613485398415	2279.55	14021.295954403933	138.90068985387902	14299.097334111691	13743.494574696175	0.7966754205011645
401	14278.62756181176	2280.85	14080.087674564853	176.6134863876254	14433.314647340103	13726.860701789603	0.5620745371934907
402	14082.610852442413	2297.42	14107.829625069886	159.98499813983705	14427.79962134956	13787.859628790211	-0.0788160543822693
403	14083.52450497665	2292.56	14148.385625625679	103.89891535368622	14356.18345633305	13940.587794918307	-0.3121356966443371
404	14107.763437565269	2293.08	14159.02796843893	94.15280415157383	14347.333576742078	13970.722360135782	-0.27224112619700486
405	14110.299859954888	2294.67	14132.565243350226	82.68239373326855	14297.930030816762	13967.200455883689	-0.13464404203853161
406	14118.133562448513	2307.87	14100.466443477573	16.339528044025005	14133.145499565624	14067.787387389522	0.5406251307668589
407	14219.982818210288	2316.1	14127.94083663115	53.054337732808676	14234.049512096768	14021.832161165534	0.8674312555052297
408	14366.881198766656	2328.25	14184.612175389153	112.16119423153245	14408.934563852217	13960.289786926089	0.8125315739829234
409	14412.442542191953	2337.58	14245.54799631449	139.42346479247337	14524.394925899436	13966.701066729544	0.598516706373205
